sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot
176580,https://sofifa.com/player/176580/luis-suarez/20/159586,L. Suárez,Luis Alberto Suárez Díaz,32,1987-01-24,182,86,Uruguay,FC Barcelona,89,89,53000000,355000,ST,Right
188545,https://sofifa.com/player/188545/robert-lewandowski/20/159586,R. Lewandowski,Robert Lewandowski,30,1988-08-21,184,80,Poland,FC Bayern München,89,89,64500000,235000,ST,Right
189511,https://sofifa.com/player/189511/sergio-busquets-burgos/20/159586,Sergio Busquets,Sergio Busquets i Burgos,30,1988-07-16,189,76,Spain,FC Barcelona,89,89,55000000,300000,"CDM, CM",Right
194765,https://sofifa.com/player/194765/antoine-griezmann/20/159586,A. Griezmann,Antoine Griezmann,28,1991-03-21,176,73,France,FC Barcelona,89,89,69000000,370000,"CF, ST, LW",Left
211110,https://sofifa.com/player/211110/paulo-dybala/20/159586,P. Dybala,Paulo Bruno Exequiel Dybala,25,1993-11-15,177,75,Argentina,Juventus,88,92,76500000,215000,"CAM, RW",Left
195864,https://sofifa.com/player/195864/paul-pogba/20/159586,P. Pogba,Paul Pogba,26,1993-03-15,191,84,France,Manchester United,88,91,72500000,250000,"CM, CDM",Right
210257,https://sofifa.com/player/210257/ederson-santana-de-moraes/20/159586,Ederson,Ederson Santana de Moraes,25,1993-08-17,188,86,Brazil,Manchester City,88,91,54500000,185000,GK,Left
202652,https://sofifa.com/player/202652/raheem-sterling/20/159586,R. Sterling,Raheem Sterling,24,1994-12-08,170,69,England,Manchester City,88,90,73000000,255000,"RW, LW",Right
190460,https://sofifa.com/player/190460/christian-eriksen/20/159586,C. Eriksen,Christian  Dannemann Eriksen,27,1992-02-14,181,76,Denmark,Tottenham Hotspur,88,89,68000000,205000,"CAM, CM",Right
192119,https://sofifa.com/player/192119/thibaut-courtois/20/159586,T. Courtois,Thibaut Courtois,27,1992-05-11,199,96,Belgium,Real Madrid,88,89,48000000,235000,GK,Left
152729,https://sofifa.com/player/152729/gerard-pique-bernabeu/20/159586,Piqué,Gerard Piqué Bernabéu,32,1987-02-02,194,85,Spain,FC Barcelona,88,88,38000000,285000,CB,Right
162835,https://sofifa.com/player/162835/samir-handanovic/20/159586,S. Handanovič,Samir Handanovič,34,1984-07-14,193,92,Slovenia,Inter,88,88,26000000,110000,GK,Right
167495,https://sofifa.com/player/167495/manuel-neuer/20/159586,M. Neuer,Manuel Neuer,33,1986-03-27,193,92,Germany,FC Bayern München,88,88,32000000,155000,GK,Right
167948,https://sofifa.com/player/167948/hugo-lloris/20/159586,H. Lloris,Hugo Lloris,32,1986-12-26,188,82,France,Tottenham Hotspur,88,88,36000000,150000,GK,Left
168542,https://sofifa.com/player/168542/david-josue-jimenez-silva/20/159586,David Silva,David Josué Jiménez Silva,33,1986-01-08,173,67,Spain,Manchester City,88,88,36000000,265000,"CAM, CM",Left
179813,https://sofifa.com/player/179813/edinson-cavani/20/159586,E. Cavani,Edinson Roberto Cavani Gómez,32,1987-02-14,185,77,Uruguay,Paris Saint-Germain,88,88,47000000,195000,ST,Right
182493,https://sofifa.com/player/182493/diego-godin/20/159586,D. Godín,Diego Godín,33,1986-02-16,187,78,Uruguay,Inter,88,88,28000000,135000,CB,Right
182521,https://sofifa.com/player/182521/toni-kroos/20/159586,T. Kroos,Toni Kroos,29,1990-01-04,183,76,Germany,Real Madrid,88,88,57000000,330000,CM,Right
188350,https://sofifa.com/player/188350/marco-reus/20/159586,M. Reus,Marco Reus,30,1989-05-31,180,71,Germany,Borussia Dortmund,88,88,56000000,170000,"CAM, LM, ST",Right
188567,https://sofifa.com/player/188567/pierre-emerick-aubameyang/20/159586,P. Aubameyang,Pierre-Emerick Aubameyang,30,1989-06-18,187,80,Gabon,Arsenal,88,88,57000000,205000,"ST, LM",Right
208722,https://sofifa.com/player/208722/sadio-mane/20/159586,S. Mané,Sadio Mané,27,1992-04-10,175,69,Senegal,Liverpool,88,88,62000000,220000,"LW, LM",Right
212218,https://sofifa.com/player/212218/aymeric-laporte/20/159586,A. Laporte,Aymeric  Laporte,25,1994-05-27,189,85,France,Manchester City,87,90,56500000,195000,"CB, LB",Left
218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/20/159586,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,24,1994-08-10,173,64,Portugal,Manchester City,87,90,64000000,210000,"RW, CAM, CM",Left
200145,https://sofifa.com/player/200145/carlos-henrique-venancio-casimiro/20/159586,Casemiro,Carlos Henrique Venancio Casimiro,27,1992-02-23,185,84,Brazil,Real Madrid,87,89,53500000,240000,CDM,Right
200104,https://sofifa.com/player/200104/heung-min-son/20/159586,H. Son,손흥민 孙兴慜,26,1992-07-08,183,78,Korea Republic,Tottenham Hotspur,87,88,60000000,185000,"CF, LM",Right
135507,https://sofifa.com/player/135507/fernando-luiz-rosa/20/159586,Fernandinho,Fernando Luiz Rosa,34,1985-05-04,179,67,Brazil,Manchester City,87,87,19500000,200000,CDM,Right
164240,https://sofifa.com/player/164240/thiago-emiliano-da-silva/20/159586,Thiago Silva,Thiago Emiliano da Silva,34,1984-09-22,183,82,Brazil,Paris Saint-Germain,87,87,18500000,135000,CB,Right
165153,https://sofifa.com/player/165153/karim-benzema/20/159586,K. Benzema,Karim Benzema,31,1987-12-19,185,81,France,Real Madrid,87,87,45000000,285000,"CF, ST",Right
172871,https://sofifa.com/player/172871/jan-vertonghen/20/159586,J. Vertonghen,Jan Vertonghen,32,1987-04-24,189,86,Belgium,Tottenham Hotspur,87,87,32500000,155000,CB,Left
175943,https://sofifa.com/player/175943/dries-mertens/20/159586,D. Mertens,Dries Mertens,32,1987-05-06,169,61,Belgium,Napoli,87,87,40000000,135000,"CF, ST",Right
178603,https://sofifa.com/player/178603/mats-hummels/20/159586,M. Hummels,Mats  Hummels,30,1988-12-16,191,94,Germany,Borussia Dortmund,87,87,41000000,130000,CB,Right
184087,https://sofifa.com/player/184087/toby-alderweireld/20/159586,T. Alderweireld,Toby Alderweireld,30,1989-03-02,186,81,Belgium,Tottenham Hotspur,87,87,41000000,155000,CB,Right
189332,https://sofifa.com/player/189332/jordi-alba-ramos/20/159586,Jordi Alba,Jordi Alba Ramos,30,1989-03-21,170,68,Spain,FC Barcelona,87,87,40000000,240000,LB,Left
189509,https://sofifa.com/player/189509/thiago-alcantara/20/159586,Thiago,Thiago Alcântara do Nascimento,28,1991-04-11,174,70,Spain,FC Bayern München,87,87,50000000,180000,"CM, CAM, CDM",Right
193041,https://sofifa.com/player/193041/keylor-navas/20/159586,K. Navas,Keylor Navas,32,1986-12-15,185,80,Costa Rica,Real Madrid,87,87,30500000,195000,GK,Right
198219,https://sofifa.com/player/198219/lorenzo-insigne/20/159586,L. Insigne,Lorenzo Insigne,28,1991-06-04,163,59,Italy,Napoli,87,87,52000000,140000,"CF, LW, ST",Right
222492,https://sofifa.com/player/222492/leroy-sane/20/159586,L. Sané,Leroy Sané,23,1996-01-11,183,75,Germany,Manchester City,86,92,61000000,195000,LW,Left
207865,https://sofifa.com/player/207865/marcos-aoas-correa/20/159586,Marquinhos,Marcos  Aoás Corrêa,25,1994-05-14,183,75,Brazil,Paris Saint-Germain,86,90,51500000,120000,"CB, CDM",Right
232363,https://sofifa.com/player/232363/milan-skriniar/20/159586,M. Škriniar,Milan Škriniar,24,1995-02-11,187,80,Slovakia,Inter,86,90,52000000,89000,CB,Right
199556,https://sofifa.com/player/199556/marco-verratti/20/159586,M. Verratti,Marco Verratti,26,1992-11-05,165,60,Italy,Paris Saint-Germain,86,89,54500000,140000,"CM, CDM",Right
205600,https://sofifa.com/player/205600/samuel-umtiti/20/159586,S. Umtiti,Samuel Umtiti,25,1993-11-14,182,75,France,FC Barcelona,86,89,50000000,210000,CB,Left
186153,https://sofifa.com/player/186153/wojciech-szczesny/20/159586,W. Szczęsny,Wojciech  Szczęsny,29,1990-04-18,195,90,Poland,Juventus,86,88,37500000,135000,GK,Right
212622,https://sofifa.com/player/212622/joshua-kimmich/20/159586,J. Kimmich,Joshua Kimmich,24,1995-02-08,176,73,Germany,FC Bayern München,86,88,48000000,125000,"RB, CM, CDM",Right
197781,https://sofifa.com/player/197781/francisco-roman-alarcon-suarez/20/159586,Isco,Francisco Román Alarcón Suárez,27,1992-04-21,176,79,Spain,Real Madrid,86,87,51000000,245000,"CAM, CM, LW",Right
201942,https://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/20/159586,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,27,1991-10-02,181,76,Brazil,Liverpool,86,87,52000000,170000,"CF, ST, CAM",Right
168651,https://sofifa.com/player/168651/ivan-rakitic/20/159586,I. Rakitić,Ivan Rakitić,31,1988-03-10,184,78,Croatia,FC Barcelona,86,86,38000000,245000,"CM, CDM",Right
180206,https://sofifa.com/player/180206/miralem-pjanic/20/159586,M. Pjanić,Miralem Pjanić,29,1990-04-02,178,72,Bosnia Herzegovina,Juventus,86,86,42500000,180000,"CM, CDM",Right
183898,https://sofifa.com/player/183898/angel-di-maria/20/159586,A. Di María,Ángel Fabián Di María Hernández,31,1988-02-14,180,69,Argentina,Paris Saint-Germain,86,86,39000000,150000,"RW, LW",Left
184344,https://sofifa.com/player/184344/leonardo-bonucci/20/159586,L. Bonucci,Leonardo Bonucci,32,1987-05-01,190,85,Italy,Juventus,86,86,28500000,160000,CB,Right
189242,https://sofifa.com/player/189242/philippe-coutinho-correia/20/159586,Coutinho,Philippe Coutinho Correia,27,1992-06-12,172,68,Brazil,FC Bayern München,86,86,46500000,175000,"LW, CM",Right
189513,https://sofifa.com/player/189513/daniel-parejo-munoz/20/159586,Parejo,Daniel Parejo Muñoz,30,1989-04-16,182,74,Spain,Valencia CF,86,86,41000000,69000,CM,Right
189596,https://sofifa.com/player/189596/thomas-muller/20/159586,T. Müller,Thomas Müller,29,1989-09-13,186,75,Germany,FC Bayern München,86,86,43500000,170000,"CAM, RM, RW",Right
192387,https://sofifa.com/player/192387/ciro-immobile/20/159586,C. Immobile,Ciro Immobile,29,1990-02-20,185,85,Italy,Lazio,86,86,44500000,105000,ST,Right
193301,https://sofifa.com/player/193301/alexandre-lacazette/20/159586,A. Lacazette,Alexandre Lacazette,28,1991-05-28,175,73,France,Arsenal,86,86,46000000,165000,ST,Right
235243,https://sofifa.com/player/235243/matthijs-de-ligt/20/159586,M. de Ligt,Matthijs de Ligt,19,1999-08-12,189,89,Netherlands,Juventus,85,93,50000000,76000,CB,Right
230621,https://sofifa.com/player/230621/gianluigi-donnarumma/20/159586,G. Donnarumma,Gianluigi Donnarumma,20,1999-02-25,196,90,Italy,Milan,85,92,41500000,34000,GK,Right
228702,https://sofifa.com/player/228702/frenkie-de-jong/20/159586,F. de Jong,Frenkie de Jong,22,1997-05-12,180,74,Netherlands,FC Barcelona,85,91,52000000,195000,"CM, CDM",Right
201535,https://sofifa.com/player/201535/raphael-varane/20/159586,R. Varane,Raphaël Varane,26,1993-04-25,191,81,France,Real Madrid,85,90,45000000,205000,CB,Right
212190,https://sofifa.com/player/212190/niklas-sule/20/159586,N. Süle,Niklas Süle,23,1995-09-03,195,97,Germany,FC Bayern München,85,90,46500000,115000,CB,Right
223848,https://sofifa.com/player/223848/sergej-milinkovic-savic/20/159586,S. Milinković-Savić,Sergej Milinković-Savić,24,1995-02-27,191,76,Serbia,Lazio,85,90,50500000,73000,"CM, CAM",Right
231866,https://sofifa.com/player/231866/rodrigo-hernandez-cascante/20/159586,Rodri,Rodrigo Hernández Cascante,23,1996-06-22,191,82,Spain,Manchester City,85,90,47000000,150000,"CDM, CM",Right
208421,https://sofifa.com/player/208421/saul-niguez-esclapez/20/159586,Saúl,Saúl Ñíguez Esclápez,24,1994-11-21,184,77,Spain,Atlético Madrid,85,89,49500000,77000,"CM, LM, RM",Left
209499,https://sofifa.com/player/209499/fabio-henrique-tavares/20/159586,Fabinho,Fábio Henrique Tavares,25,1993-10-23,188,78,Brazil,Liverpool,85,89,45000000,125000,CDM,Right
216267,https://sofifa.com/player/216267/andrew-robertson/20/159586,A. Robertson,Andrew Robertson,25,1994-03-11,178,64,Scotland,Liverpool,85,89,43500000,125000,LB,Left
216460,https://sofifa.com/player/216460/jose-maria-gimenez/20/159586,J. Giménez,José María Giménez de Vargas,24,1995-01-20,185,80,Uruguay,Atlético Madrid,85,89,45000000,69000,CB,Right
220440,https://sofifa.com/player/220440/clement-lenglet/20/159586,C. Lenglet,Clément Lenglet,24,1995-06-17,186,81,France,FC Barcelona,85,89,45000000,175000,CB,Left
212198,https://sofifa.com/player/212198/bruno-miguel-borges-fernandes/20/159586,Bruno Fernandes,Bruno Miguel Borges Fernandes,24,1994-09-08,179,69,Portugal,Sporting CP,85,88,49000000,24000,"CAM, CM",Right
199482,https://sofifa.com/player/199482/anthony-lopes/20/159586,A. Lopes,Anthony Lopes,28,1990-10-01,184,81,Portugal,Olympique Lyonnais,85,87,33500000,88000,GK,Left
185122,https://sofifa.com/player/185122/peter-gulacsi/20/159586,P. Gulácsi,Péter Gulácsi,29,1990-05-06,192,86,Hungary,RB Leipzig,85,86,31000000,69000,GK,Right
189117,https://sofifa.com/player/189117/roman-burki/20/159586,R. Bürki,Roman Bürki,28,1990-11-14,187,85,Switzerland,Borussia Dortmund,85,86,32000000,92000,GK,Right
192505,https://sofifa.com/player/192505/romelu-lukaku/20/159586,R. Lukaku,Romelu Lukaku,26,1993-05-13,190,94,Belgium,Inter,85,86,46000000,115000,ST,Left
192774,https://sofifa.com/player/192774/kostas-manolas/20/159586,K. Manolas,Kostas Manolas,28,1991-06-14,189,83,Greece,Napoli,85,86,37500000,105000,CB,Right
194404,https://sofifa.com/player/194404/norberto-murara-neto/20/159586,Neto,Norberto Murara Neto,29,1989-07-19,190,84,Brazil,FC Barcelona,85,86,31000000,175000,GK,Right
197445,https://sofifa.com/player/197445/david-alaba/20/159586,D. Alaba,David Olatukunbo Alaba,27,1992-06-24,180,78,Austria,FC Bayern München,85,86,38000000,135000,"LB, CB",Left
201399,https://sofifa.com/player/201399/mauro-icardi/20/159586,M. Icardi,Mauro Emanuel Icardi Rivero,26,1993-02-19,181,75,Argentina,Inter,85,86,46000000,115000,ST,Right
204963,https://sofifa.com/player/204963/daniel-carvajal-ramos/20/159586,Carvajal,Daniel Carvajal Ramos,27,1992-01-11,173,73,Spain,Real Madrid,85,86,38000000,205000,RB,Right
208670,https://sofifa.com/player/208670/hakim-ziyech/20/159586,H. Ziyech,Hakim Ziyech,26,1993-03-19,181,65,Morocco,Ajax,85,86,45000000,39000,"CAM, RW",Left
41236,https://sofifa.com/player/41236/zlatan-ibrahimovic/20/159586,Z. Ibrahimović,Zlatan Ibrahimović,37,1981-10-03,195,95,Sweden,LA Galaxy,85,85,14000000,15000,ST,Right
143076,https://sofifa.com/player/143076/alejandro-gomez/20/159586,A. Gómez,Alejandro Darío Gómez,31,1988-02-15,165,68,Argentina,Atalanta,85,85,34000000,92000,"CAM, CF, ST",Right
167664,https://sofifa.com/player/167664/gonzalo-higuain/20/159586,G. Higuaín,Gonzalo Gerardo Higuaín,31,1987-12-10,186,89,Argentina,Juventus,85,85,34500000,175000,ST,Right
170890,https://sofifa.com/player/170890/blaise-matuidi/20/159586,B. Matuidi,Blaise Matuidi,32,1987-04-09,180,75,France,Juventus,85,85,25000000,145000,"CDM, CM",Left
173731,https://sofifa.com/player/173731/gareth-bale/20/159586,G. Bale,Gareth Frank Bale,29,1989-07-16,185,82,Wales,Real Madrid,85,85,37500000,250000,"RW, LW, ST",Left
176676,https://sofifa.com/player/176676/marcelo-vieira-da-silva/20/159586,Marcelo,Marcelo Vieira da Silva Júnior,31,1988-05-12,174,75,Brazil,Real Madrid,85,85,28000000,205000,LB,Left
177413,https://sofifa.com/player/177413/axel-witsel/20/159586,A. Witsel,Axel  Witsel,30,1989-01-12,186,81,Belgium,Borussia Dortmund,85,85,31500000,110000,"CDM, CM",Right
191043,https://sofifa.com/player/191043/alex-sandro-lobo-silva/20/159586,Alex Sandro,Alex Sandro Lobo Silva,28,1991-01-26,180,80,Brazil,Juventus,85,85,33000000,155000,"LB, LM",Left
192629,https://sofifa.com/player/192629/iago-aspas-juncal/20/159586,Iago Aspas,Iago Aspas Juncal,31,1987-08-01,176,67,Spain,RC Celta,85,85,34500000,49000,"ST, RW",Left
193747,https://sofifa.com/player/193747/jorge-resurreccion/20/159586,Koke,Jorge Resurrección Merodio,27,1992-01-08,176,74,Spain,Atlético Madrid,85,85,40500000,88000,"RM, LM, CM",Right
198710,https://sofifa.com/player/198710/james-rodriguez/20/159586,J. Rodríguez,James David Rodríguez Rubio,27,1991-07-12,180,75,Colombia,Real Madrid,85,85,40500000,225000,"CAM, CM, RM",Left
199914,https://sofifa.com/player/199914/allan-marques-loureiro/20/159586,Allan,Allan Marques Loureiro,28,1991-01-08,175,74,Brazil,Napoli,85,85,38000000,110000,CM,Right
233049,https://sofifa.com/player/233049/jadon-sancho/20/159586,J. Sancho,Jadon Sancho,19,2000-03-25,180,76,England,Borussia Dortmund,84,92,44500000,61000,"RM, LM",Right
235790,https://sofifa.com/player/235790/kai-havertz/20/159586,K. Havertz,Kai Havertz,20,1999-06-11,188,83,Germany,Bayer 04 Leverkusen,84,92,46000000,70000,"CAM, RM",Left
231443,https://sofifa.com/player/231443/ousmane-dembele/20/159586,O. Dembélé,Ousmane Dembélé,22,1997-05-15,178,67,France,FC Barcelona,84,90,42500000,195000,"RW, LW",Left
206585,https://sofifa.com/player/206585/kepa-arrizabalaga/20/159586,Kepa,Kepa Arrizabalaga,24,1994-10-03,186,85,Spain,Chelsea,84,89,31000000,92000,GK,Right
210514,https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/20/159586,João Cancelo,João Pedro Cavaco Cancelo,25,1994-05-27,182,74,Portugal,Manchester City,84,89,36500000,150000,RB,Right
211117,https://sofifa.com/player/211117/dele-alli/20/159586,D. Alli,Bamidele Alli,23,1996-04-11,188,80,England,Tottenham Hotspur,84,89,41500000,115000,"CAM, CM",Right
220814,https://sofifa.com/player/220814/lucas-hernandez/20/159586,L. Hernández,Lucas Hernández,23,1996-02-14,182,76,France,FC Bayern München,84,89,37500000,110000,"CB, LB",Left
230658,https://sofifa.com/player/230658/arthur-henrique-ramos-oliveira-melo/20/159586,Arthur,Arthur Henrique Ramos Oliveira Melo,22,1996-08-12,171,73,Brazil,FC Barcelona,84,89,41000000,180000,CM,Right
202556,https://sofifa.com/player/202556/memphis-depay/20/159586,M. Depay,Memphis Depay,25,1994-02-13,176,78,Netherlands,Olympique Lyonnais,84,88,40500000,110000,"CF, LW, CAM",Right
209658,https://sofifa.com/player/209658/leon-goretzka/20/159586,L. Goretzka,Leon Goretzka,24,1995-02-06,189,79,Germany,FC Bayern München,84,88,40000000,120000,"CM, CAM, CDM",Right
212194,https://sofifa.com/player/212194/julian-brandt/20/159586,J. Brandt,Julian Brandt,23,1996-05-02,185,83,Germany,Borussia Dortmund,84,88,40500000,94000,"CAM, LM, RM",Right
213345,https://sofifa.com/player/213345/kingsley-coman/20/159586,K. Coman,Kingsley Coman,23,1996-06-13,179,75,France,FC Bayern München,84,88,40500000,120000,"LM, RM, LW",Right
206113,https://sofifa.com/player/206113/serge-gnabry/20/159586,S. Gnabry,Serge Gnabry,23,1995-07-14,175,75,Germany,FC Bayern München,84,87,39500000,120000,"RM, LM, LW",Right
216594,https://sofifa.com/player/216594/nabil-fekir/20/159586,N. Fekir,Nabil Fekir,25,1993-07-18,173,75,France,Real Betis,84,87,39000000,40000,CAM,Left
192563,https://sofifa.com/player/192563/bernd-leno/20/159586,B. Leno,Bernd Leno,27,1992-03-04,190,83,Germany,Arsenal,84,86,26000000,91000,GK,Right
198706,https://sofifa.com/player/198706/luis-alberto-romero-alconchel/20/159586,Luis Alberto,Luis Alberto Romero Alconchel,26,1992-09-28,183,74,Spain,Lazio,84,86,37500000,78000,"CAM, CM, CF",Right
212462,https://sofifa.com/player/212462/alex-nicolao-telles/20/159586,Alex Telles,Alex Nicolao Telles,26,1992-12-15,181,71,Brazil,FC Porto,84,86,33000000,23000,LB,Left
236583,https://sofifa.com/player/236583/jiri-pavlenka/20/159586,J. Pavlenka,Jiří Pavlenka,27,1992-04-14,196,81,Czech Republic,SV Werder Bremen,84,86,26000000,37000,GK,Right
198176,https://sofifa.com/player/198176/stefan-de-vrij/20/159586,S. de Vrij,Stefan de Vrij,27,1992-02-05,189,78,Netherlands,Inter,84,85,31500000,88000,CB,Right
201995,https://sofifa.com/player/201995/felipe-anderson-pereira-gomes/20/159586,Felipe Anderson,Felipe  Anderson Pereira Gomes,26,1993-04-15,175,70,Brazil,West Ham United,84,85,36500000,125000,LM,Right
120533,https://sofifa.com/player/120533/kepler-laveran-lima-ferreira/20/159586,Pepe,Képler Laveran Lima Ferreira,36,1983-02-26,188,81,Portugal,FC Porto,84,84,6500000,16000,CB,Right
162347,https://sofifa.com/player/162347/joao-filipe-moutinho/20/159586,João Moutinho,João Filipe Iria Santos Moutinho,32,1986-09-08,170,61,Portugal,Wolverhampton Wanderers,84,84,23500000,125000,CM,Right
167628,https://sofifa.com/player/167628/stephane-ruffier/20/159586,S. Ruffier,Stéphane Ruffier,32,1986-09-27,188,93,France,AS Saint-Étienne,84,84,19000000,41000,GK,Right
168435,https://sofifa.com/player/168435/salvatore-sirigu/20/159586,S. Sirigu,Salvatore Sirigu,32,1987-01-12,192,80,Italy,Torino,84,84,19000000,54000,GK,Right
171877,https://sofifa.com/player/171877/marek-hamsik/20/159586,M. Hamšík,Marek Hamšík,31,1987-07-27,183,73,Slovakia,Dalian YiFang FC,84,84,26500000,26000,CM,Right
172879,https://sofifa.com/player/172879/sokratis-papastathopoulos/20/159586,Sokratis,Sokratis Papastathopoulos,31,1988-06-09,186,85,Greece,Arsenal,84,84,23000000,115000,CB,Right
176266,https://sofifa.com/player/176266/lucas-pezzini-leiva/20/159586,Lucas Leiva,Lucas  Pezzini Leiva,32,1987-01-09,179,78,Brazil,Lazio,84,84,20500000,71000,CDM,Right
176635,https://sofifa.com/player/176635/mesut-ozil/20/159586,M. Özil,Mesut Özil,30,1988-10-15,180,76,Germany,Arsenal,84,84,29500000,125000,"CAM, RW",Left
177610,https://sofifa.com/player/177610/javier-martinez-aginaga/20/159586,Javi Martínez,Javier Martínez Aginaga,30,1988-09-02,192,86,Spain,FC Bayern München,84,84,25500000,125000,"CDM, CB",Right
177683,https://sofifa.com/player/177683/yann-sommer/20/159586,Y. Sommer,Yann Sommer,30,1988-12-17,183,79,Switzerland,Borussia Mönchengladbach,84,84,21000000,37000,GK,Right
180930,https://sofifa.com/player/180930/edin-dzeko/20/159586,E. Džeko,Edin Džeko,33,1986-03-17,193,80,Bosnia Herzegovina,Roma,84,84,19500000,75000,ST,Right
181291,https://sofifa.com/player/181291/georginio-wijnaldum/20/159586,G. Wijnaldum,Georginio Wijnaldum,28,1990-11-11,175,69,Netherlands,Liverpool,84,84,31000000,140000,"CM, CDM",Right
181458,https://sofifa.com/player/181458/ivan-perisic/20/159586,I. Perišić,Ivan Perišić,30,1989-02-02,186,80,Croatia,FC Bayern München,84,84,29500000,135000,LM,Right
181783,https://sofifa.com/player/181783/mario-mandzukic/20/159586,M. Mandžukić,Mario Mandžukić,33,1986-05-21,190,85,Croatia,Juventus,84,84,19500000,160000,"ST, LW",Right
181872,https://sofifa.com/player/181872/arturo-vidal/20/159586,A. Vidal,Arturo Vidal,32,1987-05-22,180,75,Chile,FC Barcelona,84,84,23500000,205000,"CM, CDM",Right
183907,https://sofifa.com/player/183907/jerome-boateng/20/159586,J. Boateng,Jérôme Boateng,30,1988-09-03,192,90,Germany,FC Bayern München,84,84,25000000,125000,CB,Right
184432,https://sofifa.com/player/184432/cesar-azpilicueta-tanco/20/159586,Azpilicueta,César Azpilicueta Tanco,29,1989-08-28,178,76,Spain,Chelsea,84,84,25500000,145000,"RB, CB",Right
